NA	NA	38705	318928	16	
NA	NA	26147	256067	18	
NA	NA	7784	5461	12	
NA	NA	3062	1979092	18	
NA	NA	5555	NA	16	
NA	NA	37548	NA	16	
NA	NA	20019	NA	18	
NA	NA	34071	NA	18	
NA	NA	34946	1304797	20	
NA	NA	62145	NA	14	
NA	NA	28307	NA	16	
NA	NA	393	81678	14	
NA	NA	41947	930325	18	
NA	NA	7697	NA	22	
NA	NA	9004	NA	16	
NA	NA	10252	NA	18	
NA	NA	60618	153617	24	
NA	NA	18249	NA	20	
NA	NA	56293	669006	16	
NA	NA	106749	NA	16	
NA	NA	1856	NA	20	
NA	NA	72612	NA	18	
NA	NA	32392	267241	12	
NA	NA	79855	NA	18	
NA	NA	22151	1898533	14	
NA	NA	25309	1879720	20	
NA	NA	17042	760818	18	
NA	NA	42084	812873	14	
NA	NA	78473	NA	18	
NA	NA	15926	126115	18	
NA	NA	29477	717582	22	
NA	NA	3502	157984	18	
NA	NA	82160	1097954	12	
NA	NA	7135	411639	14	
NA	NA	45766	NA	14	
NA	NA	53839	1060495	14	
NA	NA	81855	NA	12	
NA	NA	9137	278491	20	
NA	NA	19654	95811	12	
NA	NA	21017	1274102	20	
NA	NA	12411	NA	20	
NA	NA	15732	NA	18	
NA	NA	10598	1848483	22	
NA	NA	29860	57648	16	
NA	NA	292	68633	12	
NA	NA	17933	NA	16	
NA	NA	69106	NA	16	
NA	NA	19290	NA	18	
NA	NA	40098	NA	16	
NA	NA	1180	NA	16	
NA	NA	15995	19137	18	
NA	NA	22863	NA	18	
NA	NA	92859	NA	18	
NA	NA	35894	NA	12	
NA	NA	29031	NA	16	
NA	NA	35574	997416	16	
NA	NA	10926	NA	16	
NA	NA	54818	NA	18	
NA	NA	21436	605141	20	
NA	NA	165452	NA	18	
NA	NA	8654	424710	18	
NA	NA	89067	NA	12	
NA	NA	130175	670444	16	
NA	NA	46452	1007111	16	
NA	NA	97422	NA	16	
NA	NA	39721	413776	14	
NA	NA	8184	398229	12	
NA	NA	6572	186582	22	
NA	NA	44053	649009	14	
NA	NA	21577	NA	8	
Percentage of age problems solved
0.0	0.0	1.0	0.484
Average cost to solve problem
NaN	NaN	37281.771	511046.7644628099
